ROTAS;DISTANCIA;FALHAS;ACIDENTES;VELOCIDADE
R4418;3770;300;30;120
R4419;1600;50;30;100
R4420;3710;200;10;80
R4421;860;170;20;80
R4422;3400;10;40;80
R4423;940;170;10;80
R4424;1410;210;20;100
R4425;2950;200;10;100
R4426;1440;170;20;120
R4427;550;260;30;80
R4428;1270;120;20;100
R4429;1030;210;20;120
R4430;500;220;10;80
R4431;3220;70;10;120
R4432;1000;200;20;120
R4433;1650;120;40;120
R4434;1960;50;40;100
R4435;3980;90;20;80
R4436;3580;120;10;80
R4437;2210;220;10;100
R4438;1580;50;30;100
R4439;2660;220;30;120
R4440;2640;80;20;100
R4441;3980;50;30;80
R4442;1690;100;30;120
R4443;2350;230;20;120
R4444;2340;90;20;100
R4445;2920;220;30;80
R4446;2740;270;20;80
R4447;880;30;20;100
R4448;2000;250;50;120
R4449;2870;200;10;120
R4450;4000;110;50;120
R4451;550;260;10;100
R4452;2670;220;10;120
R4453;1240;280;50;120
R4454;1440;300;10;120
R4455;3900;50;50;100
R4456;2250;130;40;120
R4457;2740;120;40;80
R4458;1580;110;20;80
R4459;2920;270;50;80
R4460;3540;140;10;100
R4461;1840;40;30;100
R4462;2560;300;40;120
R4463;2330;10;20;120
R4464;1100;280;40;80
R4465;3050;220;20;120
R4466;1430;200;20;120
R4467;2630;100;40;120
R4468;890;50;40;120
R4469;2590;170;30;80
R4470;3370;280;30;80
R4471;890;270;50;120
R4472;2870;130;40;80
R4473;3460;10;20;80
R4474;3060;90;50;80
R4475;2890;0;50;100
R4476;2210;250;20;80
R4477;510;260;10;120
R4478;2180;90;20;120
R4479;660;240;20;80
R4480;2680;60;20;80
R4481;3320;140;10;80
R4482;720;160;30;120
R4483;820;30;50;120
R4484;900;80;30;80
R4485;3420;190;30;80
R4486;2860;130;50;100
R4487;3660;170;30;120
R4488;2970;250;20;120
R4489;1160;130;20;100
R4490;970;130;20;80
R4491;2850;80;10;100
R4492;780;210;30;80
R4493;3910;120;10;80
R4494;2660;40;10;100
R4495;2610;150;20;100
R4496;2280;290;10;100
R4497;1270;0;20;100
R4498;3110;150;30;100
R4499;530;130;20;80
R4500;780;90;20;100
R4501;1160;80;20;120
R4502;3230;280;50;80
R4503;1220;200;50;80
R4504;1750;70;40;120
R4505;3460;120;20;100
R4506;750;30;30;120
R4507;2000;290;10;120
R4508;890;80;20;80
R4509;2000;280;40;80
R4510;3390;20;20;100
R4511;3990;260;20;80
R4512;2070;210;20;80
R4513;3510;130;50;100
R4514;2390;140;50;80
R4515;1060;230;30;100
R4516;3740;150;50;120
R4517;1330;190;10;80
R4518;3850;10;20;100
R4519;1360;300;20;100
R4520;3530;10;50;80
R4521;2360;240;50;120
R4522;2960;90;50;120
R4523;1370;200;40;120
R4524;2910;280;40;120
R4525;2600;210;10;80
R4526;2650;280;40;120
R4527;880;210;10;120
R4528;890;240;30;120
R4529;2170;300;10;120
R4530;2770;140;30;80
R4531;530;30;10;100
R4532;860;240;20;120
R4533;2110;210;10;100
R4534;3610;240;30;100
R4535;2920;250;10;120
R4536;2060;120;40;100
R4537;2420;20;30;120
R4538;1510;200;20;120
R4539;1390;130;50;100
R4540;2920;150;20;80
R4541;2220;220;50;100
R4542;2960;150;40;120
R4543;2060;120;40;100
R4544;2810;70;20;100
R4545;850;110;50;80
R4546;3350;60;40;120
R4547;3800;150;50;100
R4548;1970;60;40;80
R4549;3150;40;40;100
R4550;1550;190;20;100
R4551;3330;100;40;120
R4552;1520;200;50;120
R4553;2190;250;40;120
R4554;1590;280;40;80
R4555;2280;30;40;120
R4556;3020;220;20;80
R4557;1840;300;50;100
R4558;3970;150;40;100
R4559;1660;150;10;100
R4560;2970;50;40;100
R4561;1300;270;30;120
R4562;3820;200;10;120
R4563;2510;10;40;80
R4564;540;300;30;100
R4565;1750;20;20;100
R4566;670;100;10;100
R4567;2110;130;50;100
R4568;820;300;50;100
R4569;2330;0;50;100
R4570;3440;60;10;120
R4571;810;160;10;80
R4572;3780;30;10;120
R4573;2070;130;30;120
R4574;2360;80;50;100
R4575;2210;100;50;120
R4576;3170;150;20;80
R4577;1760;10;30;120
R4578;3750;190;30;120
R4579;1410;210;20;100
R4580;3750;270;20;80
R4581;1990;110;10;80
R4582;1600;20;50;120
R4583;850;210;10;80
R4584;3290;60;30;80
R4585;2930;240;50;100
R4586;3140;260;10;100
R4587;2030;20;20;80
R4588;1790;10;30;120
R4589;830;200;30;100
R4590;1900;250;10;120
R4591;800;70;40;100
R4592;2020;80;20;80
R4593;2430;40;30;120
R4594;2560;30;30;100
R4595;820;260;10;100
R4596;2330;70;30;100
R4597;890;120;30;80
R4598;2650;60;40;120
R4599;3840;40;10;80
R4600;2460;280;20;120
R4601;2670;80;40;120
R4602;3850;30;50;100
R4603;2260;60;40;100
R4604;1180;270;10;100
R4605;2010;230;40;80
R4606;1470;50;30;100
R4607;3180;270;40;120
R4608;590;30;10;120
R4609;1230;280;50;100
R4610;3430;10;20;80
R4611;1750;150;20;80
R4612;3270;180;20;80
R4613;2760;280;30;80
R4614;3800;20;50;80
R4615;1710;10;20;100
R4616;2000;120;20;100
R4617;520;190;30;100
R4618;2220;280;10;120
R4619;2880;20;10;120
R4620;1020;100;20;120
R4621;3880;190;40;120
R4622;1500;80;40;100
R4623;3900;280;50;120
R4624;3420;270;30;100
R4625;1860;250;30;80
R4626;650;150;30;100
R4627;3160;150;20;100
R4628;1770;70;40;80
R4629;3040;80;10;120
R4630;3400;20;20;120
R4631;780;20;30;80
R4632;1090;180;10;80
R4633;820;190;50;80
R4634;780;80;20;80
R4635;2530;280;10;120
R4636;3360;40;10;120
R4637;3980;250;30;80
R4638;1960;230;20;100
R4639;3730;10;30;100
R4640;1970;190;50;100
R4641;2270;80;50;80
R4642;830;150;20;120
R4643;3000;70;20;80
R4644;1420;190;50;120
R4645;3480;200;30;120
R4646;2050;280;10;120
R4647;3980;300;40;100
R4648;2480;230;30;120
R4649;1990;60;20;80
R4650;590;110;40;80
R4651;2470;200;50;80
R4652;2670;60;40;100
R4653;3830;160;20;120
R4654;1290;300;40;100
R4655;670;130;20;120
R4656;1840;110;30;120
R4657;3930;250;50;100
R4658;2610;300;50;100
R4659;1190;210;10;80
R4660;2550;180;10;80
R4661;2970;170;50;120
R4662;880;290;40;120
R4663;2240;140;20;100
R4664;1130;10;30;120
R4665;1200;260;20;120
R4666;3740;220;20;120
R4667;2000;230;40;80
R4668;2110;0;10;120
R4669;1220;290;50;100
R4670;1420;250;50;120
R4671;1840;240;30;100
R4672;3950;220;50;80
R4673;3550;10;20;80
R4674;1830;280;40;120
R4675;2940;10;10;80
R4676;2480;150;10;80
R4677;1770;150;40;80
R4678;1290;200;30;120
R4679;2150;30;40;100
R4680;2240;240;40;120
R4681;2670;200;40;100
R4682;1440;40;50;100
R4683;3780;80;30;80
R4684;1690;300;40;100
R4685;1260;300;20;100
R4686;1720;190;50;120
R4687;3260;110;10;80
R4688;2040;200;20;80
R4689;660;70;20;120
R4690;3320;130;50;100
R4691;720;250;30;80
R4692;930;180;40;120
R4693;3150;190;10;100
R4694;2800;0;10;120
R4695;1860;120;30;100
R4696;1210;10;50;100
R4697;3180;60;30;120
R4698;3690;300;40;120
R4699;2540;110;30;100
R4700;3180;280;10;100
R4701;560;210;20;80
R4702;3830;90;50;100
R4703;3100;90;40;100
R4704;2290;150;40;100
R4705;880;130;50;120
R4706;1040;230;40;80
R4707;2100;270;40;100
R4708;1860;150;50;120
R4709;2100;190;20;100
R4710;3330;280;20;80
R4711;1360;150;50;120
R4712;1130;210;40;120
R4713;3250;220;50;120
R4714;1150;70;50;120
R4715;1020;120;50;120
R4716;680;260;50;100
R4717;820;300;40;100
R4718;2030;190;30;120
R4719;3240;60;40;120
R4720;2810;50;20;120
R4721;1360;190;40;120
R4722;3500;220;50;100
R4723;3560;10;40;80
R4724;1280;100;50;120
R4725;2910;240;50;80
R4726;2280;180;50;80
R4727;940;120;30;100
R4728;1720;90;40;120
R4729;1110;230;40;120
R4730;3310;230;10;80
R4731;730;30;20;80
R4732;2700;90;50;80
R4733;2410;70;50;100
R4734;1390;80;30;100
R4735;3530;190;20;100
R4736;3010;250;50;120
R4737;1250;160;20;100
R4738;2610;10;40;80
R4739;1980;70;20;100
R4740;540;250;40;100
R4741;1280;50;40;120
R4742;2490;250;50;80
R4743;3210;220;50;100
R4744;3080;210;10;80
R4745;3670;220;30;80
R4746;2600;250;50;120
R4747;1630;250;50;100
R4748;2990;40;50;80
R4749;3620;40;10;100
R4750;1990;290;50;120
R4751;2600;230;30;100
R4752;3690;20;50;120
R4753;3610;30;20;120
R4754;3010;210;10;100
R4755;2450;280;40;80
R4756;560;100;30;100
R4757;3190;290;20;100
R4758;2270;250;30;100
R4759;3830;190;50;120
R4760;1520;200;40;100
R4761;3470;0;50;120
R4762;2050;10;30;80
R4763;4000;190;20;100
R4764;1160;250;20;80
R4765;1240;200;40;120
R4766;1310;140;30;80
R4767;870;90;30;100
R4768;1190;120;40;120
R4769;1290;230;40;120
R4770;2820;50;20;80
R4771;2440;50;30;80
R4772;2860;20;50;100
R4773;980;100;20;100
R4774;1270;60;10;100
R4775;3180;80;40;120
R4776;3360;160;20;100
R4777;3000;190;40;120
R4778;3520;230;20;80
R4779;970;280;50;100
R4780;2140;120;40;120
R4781;1460;60;30;80
R4782;1020;70;20;80
R4783;3100;0;30;100
R4784;920;270;50;120
R4785;3820;150;10;120
R4786;2830;220;50;80
R4787;3070;100;10;80
R4788;2420;200;30;80
R4789;2800;170;30;120
R4790;3970;150;50;120
R4791;3760;60;40;100
R4792;2300;300;30;80
R4793;820;30;20;120
R4794;3410;50;20;100
R4795;2250;70;30;100
R4796;1620;100;30;100
R4797;3970;170;30;80
R4798;1980;40;10;120
R4799;2100;220;50;100
R4800;2270;0;50;100
R4801;600;80;50;100
R4802;3120;100;40;120
R4803;3160;140;20;100
R4804;2580;180;10;100
R4805;1610;0;30;80
R4806;670;60;30;120
R4807;990;60;10;80
R4808;3090;270;30;100
R4809;1920;230;40;100
R4810;1790;120;40;120
R4811;3310;240;50;120
R4812;520;300;10;80
R4813;1400;160;40;120
R4814;1600;170;30;120
R4815;2260;260;50;100
R4816;2620;70;50;100
R4817;1110;300;20;80
R4818;3680;10;20;80
R4819;3480;140;40;80
R4820;2080;250;50;120
R4821;2490;280;30;120
R4822;2590;130;20;80
R4823;2210;20;30;120
R4824;3530;130;10;80
R4825;3630;280;30;120
R4826;1650;180;20;100
R4827;1450;130;50;80
R4828;1990;120;20;120
R4829;820;150;30;120
R4830;810;20;30;80
R4831;2960;80;40;120
R4832;1740;280;10;100
R4833;3880;130;10;100
R4834;1940;180;40;80
R4835;1430;290;30;80
R4836;3760;40;30;80
R4837;3230;230;30;120
R4838;2050;150;50;100
R4839;3330;10;50;100
R4840;2790;140;30;100
R4841;2780;280;10;120
R4842;2230;270;50;120
R4843;2320;90;10;80
R4844;3930;180;10;80
R4845;3430;150;50;80
R4846;3240;250;40;100
R4847;2750;170;20;100
R4848;1430;150;10;100
R4849;1820;10;40;80
R4850;600;280;40;80
R4851;1690;140;20;80
R4852;1680;140;40;120
R4853;3750;230;10;80
R4854;1130;270;20;120
R4855;3110;300;40;100
R4856;2050;260;40;120
R4857;1500;10;10;120
R4858;2770;80;10;80
R4859;2670;20;50;100
R4860;3850;40;10;120
R4861;770;0;10;80
R4862;1780;280;20;80
R4863;1370;100;50;120
R4864;510;80;40;80
R4865;3710;270;10;100
R4866;2270;70;50;80
R4867;2640;60;50;80
R4868;2990;180;10;100
R4869;1680;220;50;120
R4870;600;260;50;100
R4871;3620;150;40;100
R4872;2560;40;10;100
R4873;3900;220;10;120
R4874;2480;270;10;100
R4875;900;290;50;100
R4876;3080;200;10;80
R4877;3740;240;50;80
R4878;1370;290;10;100
R4879;950;10;20;80
R4880;1860;290;30;120
R4881;1110;230;40;120
R4882;2070;260;10;80
R4883;1030;160;20;80
R4884;2780;40;40;120
R4885;2360;210;30;120
R4886;3830;110;20;100
R4887;3770;50;50;100
R4888;2820;100;50;80
R4889;620;260;20;100
R4890;1230;40;20;80
R4891;2680;300;50;100
R4892;2770;80;30;80
R4893;2910;70;20;80
R4894;3290;260;10;80
R4895;3740;20;10;80
R4896;2850;210;40;100
R4897;1820;50;20;120
R4898;870;200;50;80
R4899;1940;100;30;120
R4900;1990;0;10;80
R4901;830;290;30;120
R4902;1830;60;20;120
R4903;970;80;40;80
R4904;630;80;40;100
R4905;3030;150;10;120
R4906;3350;300;40;80
R4907;2410;170;30;120
R4908;3990;200;30;100
R4909;2950;80;30;80
R4910;760;270;10;100
R4911;750;110;40;80
R4912;1860;160;10;80
R4913;3820;300;40;120
R4914;2650;270;30;120
R4915;1090;210;30;120
R4916;1080;270;40;100
R4917;1260;180;10;100
R4918;1570;240;20;80
R4919;1730;230;20;80
R4920;3640;170;40;120
R4921;1280;220;30;80
R4922;3510;300;30;100
R4923;710;220;20;100
R4924;1800;0;20;120
R4925;740;130;50;120
R4926;2450;140;50;80
R4927;1190;160;20;80
R4928;2270;40;40;100
R4929;540;80;40;120
R4930;3780;270;30;80
R4931;2650;200;30;80
R4932;1140;140;20;100
R4933;2760;10;20;80
R4934;1680;170;10;100
R4935;770;110;10;100
R4936;1020;130;40;100
R4937;3170;150;40;120
R4938;1310;280;20;120
R4939;3950;90;50;80
R4940;1460;210;50;80
R4941;1150;260;10;100
R4942;2100;100;40;80
R4943;2100;0;20;80
R4944;2250;240;40;120
R4945;2210;110;10;100
R4946;1130;140;20;120
R4947;3170;20;10;100
R4948;3750;70;10;120
R4949;3640;50;50;100
R4950;3260;240;40;100
R4951;3970;10;50;80
R4952;1650;130;20;120
R4953;3170;180;30;80
R4954;3750;270;20;100
R4955;700;290;10;100
R4956;1460;240;30;100
R4957;2520;140;40;100
R4958;1870;0;50;120
R4959;3270;290;30;80
R4960;2700;100;20;120
R4961;1690;50;30;120
R4962;2430;280;20;100
R4963;1130;180;10;100
R4964;880;300;40;100
R4965;1330;170;40;100
R4966;1740;30;20;120
R4967;2120;30;40;100
R4968;1420;110;40;80
R4969;2190;60;50;120
R4970;1290;30;30;80
R4971;3810;220;10;120
R4972;2690;70;40;120
R4973;2210;300;20;120
R4974;1940;140;50;100
R4975;3330;120;20;120
R4976;1380;40;10;80
R4977;3850;20;40;100
R4978;700;50;20;80
R4979;690;280;50;120
R4980;2080;80;30;100
R4981;3760;180;10;80
R4982;2660;150;20;100
R4983;1300;150;40;100
R4984;3270;240;30;80
R4985;3570;200;10;120
R4986;1970;90;10;120
R4987;3810;60;40;100
R4988;2850;30;20;100
R4989;1650;30;40;120
R4990;3700;200;10;100
R4991;730;200;50;80
R4992;3390;290;40;100
R4993;3470;50;20;80
R4994;3890;180;30;80
R4995;3600;30;40;100
R4996;2180;40;50;80
R4997;770;60;40;120
R4998;2720;20;20;120
R4999;2450;70;30;80
R5000;2840;10;10;120
R5001;2270;230;40;80
R5002;3120;20;30;120
R5003;680;220;40;120
R5004;830;0;10;80
R5005;3360;70;20;100
R5006;2240;170;20;100
R5007;2340;250;50;80
R5008;2490;70;50;120
R5009;2540;150;30;100
R5010;1200;100;20;100
R5011;2080;300;20;120
R5012;2680;50;10;120
R5013;1490;290;40;100
R5014;1820;210;10;120
R5015;1550;190;10;80
R5016;640;80;40;80
R5017;3510;80;10;100
R5018;3150;40;40;100
R5019;3690;10;10;100
R5020;1820;260;40;100
R5021;3430;50;50;100
R5022;2900;80;30;100
R5023;3010;120;50;120
R5024;3620;140;20;100
R5025;1280;10;50;80
R5026;3440;230;10;120
R5027;1590;90;20;100
R5028;3840;270;40;120
R5029;2080;220;10;120
R5030;2690;130;20;100
R5031;2890;250;40;100
R5032;2790;110;40;100
R5033;1100;40;50;120
R5034;3040;270;20;80
R5035;2610;160;10;100
R5036;1800;110;50;100
R5037;1300;180;30;80
R5038;860;290;50;120
R5039;3130;110;40;100
R5040;1910;130;40;80
R5041;3510;70;50;80
R5042;3510;140;20;100
R5043;3820;0;20;100
R5044;3470;240;20;120
R5045;2700;130;30;80
R5046;960;240;20;120
R5047;1280;150;30;120
R5048;2750;80;20;80
R5049;2740;170;50;120
R5050;3030;270;10;100
R5051;3520;190;30;120
R5052;1650;300;20;100
R5053;2130;160;50;80
R5054;1290;250;50;80
R5055;900;250;40;120
R5056;2200;40;10;100
R5057;3500;220;10;120
R5058;2160;60;50;120
R5059;610;130;50;80
R5060;500;280;50;100
R5061;550;50;50;100
R5062;920;200;30;100
R5063;2980;280;30;100
R5064;2230;20;50;80
R5065;1290;120;10;100
R5066;550;40;40;80
R5067;3010;300;30;100
R5068;1130;10;20;80
R5069;3630;280;40;80
R5070;2100;300;40;120
R5071;3150;240;50;80
R5072;1070;70;30;120
R5073;3960;100;50;100
R5074;3160;130;40;100
R5075;760;280;10;120
R5076;3460;60;50;120
R5077;3880;30;40;120
R5078;1120;30;10;80
R5079;870;160;40;80
R5080;1140;180;50;80
R5081;2660;80;10;100
R5082;3640;70;10;80
R5083;2090;160;50;80
R5084;2630;180;40;80
R5085;630;240;50;100
R5086;2940;160;40;120
R5087;990;130;40;120
R5088;1900;130;50;120
R5089;1750;200;10;120
R5090;3250;90;30;120
R5091;1580;170;30;120
R5092;1440;230;40;120
R5093;2610;240;50;80
R5094;1050;80;20;120
R5095;3660;160;40;120
R5096;2570;100;10;100
R5097;2790;70;10;80
R5098;3750;240;10;120
R5099;2360;10;20;80
R5100;1670;290;30;100
R5101;2570;140;10;120
R5102;2550;170;40;100
R5103;960;80;40;100
R5104;2530;300;10;80
R5105;3630;80;40;100
R5106;1300;110;40;100
R5107;2420;10;40;120
R5108;1260;70;30;80
R5109;2660;130;40;120
R5110;950;60;20;80
R5111;3410;40;40;120
R5112;2730;230;40;100
R5113;860;250;30;120
R5114;4000;70;20;120
R5115;3420;30;40;120
R5116;2490;170;50;120
R5117;890;180;30;100
R5118;1970;30;40;120
R5119;1260;80;40;100
